,index,PRES,TMPK,DWPK,RELH,UWND,VWND,HGHT,TIME,LAT,LON,lat,lon,time,deltat,plev,u,v,error_era5,u_error,v_error,error_mag
92,92,631.0,272.45,264.45,54.67,20.35,-2.43,3976.58,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,639.0999755859375,10.607407,1.3058848,15.650534,9.742593383789064,-3.735884838104248,10.43431652603215
93,93,626.0,272.05,264.05,54.56,20.18,-1.81,4040.16,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,617.5,4.417554,6.8969407,23.121761,15.762446098327636,-8.7069407081604,18.00737414222587
94,94,624.0,271.85,260.85,42.95,20.11,-1.56,4065.71,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,617.5,4.417554,6.8969407,23.121761,15.692446098327636,-8.4569407081604,17.826180485181304
95,95,612.0,271.45,255.45,28.34,19.61,-0.12,4220.44,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,617.5,4.417554,6.8969407,23.121761,15.192446098327636,-7.0169407081604005,16.734631019309305
96,96,611.0,271.38,256.05,29.95,19.56,-0.0,4233.46,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,617.5,4.417554,6.8969407,23.121761,15.142446098327635,-6.8969407081604,16.639154575056928
97,97,609.0,271.25,257.25,33.44,19.54,0.06,4259.55,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,617.5,4.417554,6.8969407,23.121761,15.122446098327636,-6.836940708160401,16.59614817491473
98,98,605.0,271.05,255.05,28.22,19.5,0.19,4311.96,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,596.2999877929688,7.0975666,1.2681526,16.968916,12.402433395385742,-1.0781525945663453,12.449207490605563
99,99,597.0,270.45,255.45,30.51,19.42,0.45,4417.66,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,596.2999877929688,7.0975666,1.2681526,16.968916,12.322433395385744,-0.8181525945663453,12.349564302100438
100,100,595.0,270.25,258.25,39.11,19.4,0.52,4444.27,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,596.2999877929688,7.0975666,1.2681526,16.968916,12.30243339538574,-0.7481525945663452,12.325161246517576
101,101,593.0,270.05,255.05,30.39,19.38,0.58,4470.95,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,596.2999877929688,7.0975666,1.2681526,16.968916,12.282433395385741,-0.6881525945663453,12.301695984924
102,102,583.0,269.65,252.65,25.5,19.26,0.91,4605.53,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,575.5,4.765525,-2.2819402,15.99139,14.494475135803224,3.191940221786499,14.841775225419509
103,103,575.0,269.05,253.05,27.6,19.17,1.17,4714.66,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,575.5,4.765525,-2.2819402,15.99139,14.404475135803224,3.451940221786499,14.812319036287354
104,104,570.0,268.65,251.65,25.19,19.11,1.33,4783.51,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,575.5,4.765525,-2.2819402,15.99139,14.344475135803222,3.611940221786499,14.7922303621677
105,105,567.0,268.25,253.25,29.83,19.07,1.43,4825.05,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,575.5,4.765525,-2.2819402,15.99139,14.304475135803223,3.7119402217864987,14.778244453280944
106,106,565.0,268.05,251.05,25.01,19.04,1.5,4852.83,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,555.2000122070312,2.3665042,0.2801337,21.623972,16.673495807647704,1.219866305589676,16.71806018206534
107,107,560.0,267.45,252.45,29.58,18.98,1.66,4922.62,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,555.2000122070312,2.3665042,0.2801337,21.623972,16.613495807647706,1.3798663055896758,16.670701064203318
108,108,555.0,266.85,252.85,32.05,17.53,0.9,4992.88,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,555.2000122070312,2.3665042,0.2801337,21.623972,15.163495807647706,0.6198663055896759,15.1761602306168
109,109,551.0,266.45,249.45,24.53,16.35,0.36,5049.43,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,555.2000122070312,2.3665042,0.2801337,21.623972,13.983495807647706,0.07986630558967589,13.983723882759897
110,110,548.0,266.09,248.49,23.14,15.44,-0.0,5092.03,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,555.2000122070312,2.3665042,0.2801337,21.623972,13.073495807647705,-0.2801336944103241,13.076496760192542
111,111,546.0,265.85,247.85,22.25,15.69,-0.0,5120.56,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,555.2000122070312,2.3665042,0.2801337,21.623972,13.323495807647705,-0.2801336944103241,13.326440463347664
112,112,541.0,265.25,248.25,24.17,16.33,-0.0,5192.18,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,16.321521306335924,-2.0199317932128906,16.44603849571105
113,113,538.0,264.85,249.85,28.76,16.72,-0.0,5235.39,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,16.711521306335925,-2.0199317932128906,16.83315385842332
114,114,537.0,264.65,251.65,34.23,16.85,-0.0,5249.83,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,16.841521306335927,-2.0199317932128906,16.96222168116545
115,115,534.0,264.45,250.45,31.29,17.24,-0.0,5293.29,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,17.231521306335924,-2.0199317932128906,17.349508666816508
116,116,533.0,264.25,251.25,34.1,17.37,-0.0,5307.82,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,17.361521306335927,-2.0199317932128906,17.478631139754295
117,117,532.0,264.05,249.05,28.51,17.5,-0.0,5322.36,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,17.491521306335926,-2.0199317932128906,17.607766526713032
118,118,531.0,264.05,247.05,23.8,17.54,-0.25,5336.93,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,535.2000122070312,0.008478694,2.0199318,24.554123,17.531521306335925,-2.2699317932128906,17.677862700574106
119,119,521.0,263.05,244.05,19.52,17.75,-2.86,5483.8,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,515.7000122070312,2.1261084,-0.9879225,22.271503,15.623891592025757,-1.872077510356903,15.735649420476971
120,120,520.0,262.97,243.97,19.5,17.75,-3.13,5498.59,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,515.7000122070312,2.1261084,-0.9879225,22.271503,15.623891592025757,-2.142077510356903,15.770050238973557
121,121,508.0,262.05,243.05,19.24,17.58,-2.17,5678.26,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,515.7000122070312,2.1261084,-0.9879225,22.271503,15.453891592025755,-1.182077510356903,15.49903456924256
122,122,500.0,261.25,244.25,22.95,17.43,-1.53,5800.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,496.6000061035156,1.8399326,-3.5181673,21.684559,15.590067439079284,1.98816725730896,15.716329463270855
123,123,495.0,260.65,245.65,27.43,17.6,-1.54,5876.72,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,496.6000061035156,1.8399326,-3.5181673,21.684559,15.760067439079286,1.97816725730896,15.883729769239226
124,124,483.0,259.25,242.25,22.35,18.01,-1.58,6063.34,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,478.0,7.109414,-2.6373928,17.04514,10.900585899353029,1.05739275932312,10.951751110970475
125,125,479.0,258.85,242.85,24.44,18.14,-1.59,6126.35,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,478.0,7.109414,-2.6373928,17.04514,11.030585899353028,1.04739275932312,11.080201120705723
126,126,470.0,258.05,236.05,13.43,18.46,-1.61,6269.74,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,478.0,7.109414,-2.6373928,17.04514,11.350585899353028,1.02739275932312,11.396988029321667
127,127,465.0,258.25,233.25,9.92,18.42,-2.01,6350.49,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,459.70001220703125,17.86703,-10.7968025,7.9105306,0.5529708099365251,8.786802520751953,8.804185098879666
128,128,461.0,258.05,236.05,13.43,18.38,-2.33,6415.71,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,459.70001220703125,17.86703,-10.7968025,7.9105306,0.5129708099365224,8.466802520751953,8.482327745215848
129,129,450.0,256.64,235.85,14.79,18.25,-3.22,6595.5,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,441.8999938964844,7.2645493,-5.8898816,16.827354,10.985450744628906,2.669881610870361,11.305237541897627
130,130,411.0,251.34,235.09,21.55,19.77,-3.49,7270.39,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,407.5,9.550546,-0.7025767,15.281508,10.219454307556152,-2.787423303127289,10.592779381023897
131,131,409.0,251.05,235.05,22.01,19.5,-4.02,7306.71,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,407.5,9.550546,-0.7025767,15.281508,9.949454307556152,-3.3174233031272884,10.487942524169345
132,132,407.0,250.85,234.85,21.94,19.2,-4.55,7342.69,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,407.5,9.550546,-0.7025767,15.281508,9.649454307556152,-3.8474233031272886,10.38819688430388
133,133,405.0,251.05,226.05,8.43,18.89,-5.06,7378.84,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,407.5,9.550546,-0.7025767,15.281508,9.339454307556153,-4.357423303127288,10.305947050395995
134,134,400.0,250.85,222.85,5.97,19.4,-5.2,7470.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,407.5,9.550546,-0.7025767,15.281508,9.849454307556151,-4.497423303127289,10.827675952121433
135,135,391.0,249.65,230.65,15.74,22.2,-2.93,7636.47,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,390.8999938964844,19.141077,-4.059786,5.1252246,3.0589229583740227,1.1297858428955077,3.2608933923197787
136,136,388.0,249.31,226.9,10.8,23.08,-2.02,7692.58,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,390.8999938964844,19.141077,-4.059786,5.1252246,3.9389229583740217,2.039785842895508,4.435745749801593
137,137,384.0,248.85,221.85,6.35,23.03,-1.74,7768.08,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,390.8999938964844,19.141077,-4.059786,5.1252246,3.8889229583740246,2.3197858428955076,4.528258841217781
138,138,380.0,248.25,225.25,9.88,22.98,-1.45,7844.16,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,374.70001220703125,12.046546,-3.0948036,14.462951,10.93345401763916,1.6448035717010498,11.056482060099878
139,139,379.0,248.25,231.25,19.02,22.97,-1.38,7863.28,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,374.70001220703125,12.046546,-3.0948036,14.462951,10.923454017639159,1.71480357170105,11.057232880110456
140,140,373.0,247.05,236.05,34.83,22.88,-0.95,7978.81,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,374.70001220703125,12.046546,-3.0948036,14.462951,10.83345401763916,2.1448035717010496,11.043727102454298
141,141,372.0,247.05,235.05,31.47,22.86,-0.87,7998.2,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,374.70001220703125,12.046546,-3.0948036,14.462951,10.81345401763916,2.2248035717010497,11.03995193487047
142,142,368.0,246.25,236.25,38.23,22.8,-0.58,8076.15,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,374.70001220703125,12.046546,-3.0948036,14.462951,10.75345401763916,2.5148035717010497,11.043595895980628
143,143,367.0,246.05,238.05,46.61,22.78,-0.51,8095.74,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,374.70001220703125,12.046546,-3.0948036,14.462951,10.733454017639161,2.58480357170105,11.040300931272334
144,144,366.0,245.85,237.85,46.55,22.76,-0.44,8115.36,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,359.0,6.478167,-1.4256331,20.269548,16.281832942962648,0.9856330728530884,16.31163868337101
145,145,360.0,244.65,237.4,49.73,22.65,-0.0,8233.78,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,359.0,6.478167,-1.4256331,20.269548,16.171832942962645,1.4256330728530884,16.234549898087856
146,146,358.0,244.25,237.25,50.86,22.67,-0.14,8273.69,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,359.0,6.478167,-1.4256331,20.269548,16.191832942962648,1.2856330728530883,16.242792446215155
147,147,355.0,243.65,236.65,50.67,22.69,-0.34,8333.71,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,359.0,6.478167,-1.4256331,20.269548,16.211832942962648,1.0856330728530883,16.248142248866525
148,148,350.0,242.65,236.65,55.68,22.73,-0.69,8434.55,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,343.6000061035156,6.5698805,-1.365459,20.19582,16.160119514465332,0.6754589653015137,16.174229735465286
149,149,345.0,242.05,234.05,45.26,22.76,-1.04,8536.49,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,343.6000061035156,6.5698805,-1.365459,20.19582,16.190119514465334,0.32545896530151364,16.193390424205994
150,150,342.0,241.65,234.65,50.01,22.78,-1.26,8598.24,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,343.6000061035156,6.5698805,-1.365459,20.19582,16.210119514465333,0.10545896530151366,16.210462555603165
151,151,338.0,241.05,234.05,49.81,22.8,-1.55,8681.25,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,343.6000061035156,6.5698805,-1.365459,20.19582,16.230119514465333,-0.18454103469848637,16.23116862235483
152,152,332.0,240.05,230.05,36.04,22.82,-1.99,8807.21,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,328.70001220703125,6.92683,-1.0497755,19.933998,15.893170185089112,-0.9402245187759399,15.920957278942524
153,153,329.0,239.45,230.45,39.88,22.83,-2.21,8870.82,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,328.70001220703125,6.92683,-1.0497755,19.933998,15.90317018508911,-1.16022451877594,15.94543642770169
154,154,320.0,238.05,228.05,35.32,22.84,-2.9,9064.4,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,314.1000061035156,7.430014,-1.3138804,23.315935,15.40998586654663,-1.5861195564270019,15.49139889275488
155,155,313.0,236.85,225.85,31.22,22.84,-3.46,9217.92,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,314.1000061035156,7.430014,-1.3138804,23.315935,15.40998586654663,-2.146119556427002,15.558711179196218
156,156,306.0,235.46,225.53,34.64,22.82,-4.02,9373.65,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,300.0,8.888718,-1.9337579,21.760775,13.931282348632813,-2.086242098808288,14.086626067734182
157,157,300.0,234.25,225.25,38.0,24.11,-2.11,9510.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,300.0,8.888718,-1.9337579,21.760775,15.221282348632812,-0.17624209880828845,15.222302638372197
158,158,298.0,234.05,225.05,37.93,24.27,-1.89,9556.05,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,300.0,8.888718,-1.9337579,21.760775,15.381282348632812,0.043757901191711523,15.381344591493944
159,159,291.0,232.85,222.85,33.42,24.83,-1.07,9719.19,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,286.29998779296875,13.202638,-3.2104158,17.283342,11.627362327575682,2.1404158401489255,11.822729577618134
160,160,284.0,231.65,223.65,41.55,25.37,-0.2,9885.44,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,286.29998779296875,13.202638,-3.2104158,17.283342,12.167362327575685,3.0104158401489256,12.534245471552229
161,161,273.0,229.25,222.25,45.68,26.18,1.3,10153.08,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,272.8999938964844,15.219796,-3.4296582,15.484141,10.960203819274902,4.72965817451477,11.937157710602744
162,162,266.0,227.85,219.98,40.74,26.67,2.33,10327.53,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,260.0,15.549036,-3.492507,15.148957,11.120963973999025,5.822506980895996,12.552984794604303
163,163,265.0,227.65,219.65,40.05,26.67,2.33,10352.83,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,260.0,15.549036,-3.492507,15.148957,11.120963973999025,5.822506980895996,12.552984794604303
164,164,263.0,227.25,218.25,35.38,26.67,2.33,10403.49,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,260.0,15.549036,-3.492507,15.148957,11.120963973999025,5.822506980895996,12.552984794604303
165,165,256.0,225.65,219.65,50.0,26.67,2.33,10583.08,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,260.0,15.549036,-3.492507,15.148957,11.120963973999025,5.822506980895996,12.552984794604303
166,166,255.0,225.45,219.45,49.92,26.67,2.33,10609.03,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,260.0,15.549036,-3.492507,15.148957,11.120963973999025,5.822506980895996,12.552984794604303
167,167,251.0,224.65,217.65,43.97,26.67,2.33,10713.64,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,247.39999389648438,15.134983,-3.5679057,15.542276,11.535016937255861,5.89790566444397,12.955381390351265
168,168,250.0,224.65,216.65,38.91,26.67,2.33,10740.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,247.39999389648438,15.134983,-3.5679057,15.542276,11.535016937255861,5.89790566444397,12.955381390351265
169,169,248.0,224.45,213.45,26.66,26.75,2.34,10792.72,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,247.39999389648438,15.134983,-3.5679057,15.542276,11.61501693725586,5.90790566444397,13.03119210942382
170,170,242.0,222.85,214.85,38.21,27.0,2.36,10952.84,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,247.39999389648438,15.134983,-3.5679057,15.542276,11.86501693725586,5.927905664443969,13.26343441526045
171,171,239.0,222.25,213.25,33.45,27.13,2.37,11034.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,235.1999969482422,12.9937315,-2.5244696,18.374113,14.136268501281737,4.894469614028931,14.959609618669289
172,172,234.0,221.25,214.25,42.68,27.35,2.39,11171.05,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,235.1999969482422,12.9937315,-2.5244696,18.374113,14.35626850128174,4.914469614028931,15.174137763580108
173,173,231.0,220.65,211.65,32.83,27.49,2.4,11254.39,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,235.1999969482422,12.9937315,-2.5244696,18.374113,14.496268501281737,4.924469614028931,15.309872678789569
174,174,221.0,218.25,210.25,36.4,27.94,2.44,11538.29,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,223.39999389648438,11.633934,-1.6544586,19.906586,16.306065979003908,4.09445864200592,16.812268713137012
175,175,218.0,217.65,209.65,36.16,28.08,2.46,11625.37,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,223.39999389648438,11.633934,-1.6544586,19.906586,16.446065979003905,4.11445864200592,16.952930605135116
176,176,214.0,217.25,208.25,31.48,28.28,2.47,11743.09,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,212.0,11.551197,-0.983388,21.687674,16.728802947998048,3.4533880066871645,17.081532038950105
177,177,205.0,215.47,208.38,39.89,28.72,2.51,12014.19,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,201.0,12.549316,-0.3029994,20.878748,16.17068359375,2.8129994070529936,16.413530197774513
178,178,202.0,214.86,208.42,43.3,27.88,4.92,12107.21,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,201.0,12.549316,-0.3029994,20.878748,15.330683593749999,5.222999407052994,16.19597426083875
179,179,200.0,214.45,208.45,45.78,28.39,5.01,12170.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,201.0,12.549316,-0.3029994,20.878748,15.84068359375,5.312999407052994,16.707938814128028
180,180,199.0,214.85,207.85,40.15,28.96,4.68,12201.5,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,201.0,12.549316,-0.3029994,20.878748,16.41068359375,4.9829994070529935,17.150534076374004
181,181,194.0,214.85,205.85,30.52,31.8,2.78,12361.55,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,190.3000030517578,12.511228,-0.14062566,20.957819,19.28877239227295,2.9206256556510923,19.508633848154478
182,182,187.0,213.25,205.25,34.38,27.28,-0.0,12591.84,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,190.3000030517578,12.511228,-0.14062566,20.957819,14.76877239227295,0.14062565565109253,14.76944188349008
183,183,185.0,213.65,204.65,30.04,27.0,-0.0,12659.04,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,180.0,9.10359,0.6561325,21.498804,17.89640998840332,-0.6561325192451477,17.90843377729703
184,184,180.0,214.05,203.05,22.76,26.28,-0.0,12830.57,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,180.0,9.10359,0.6561325,21.498804,17.17640998840332,-0.6561325192451477,17.18893743000225
185,185,178.0,213.45,203.45,26.0,25.99,-0.0,12900.49,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,180.0,9.10359,0.6561325,21.498804,16.88640998840332,-0.6561325192451477,16.899152410084312
186,186,171.0,213.65,199.65,14.58,24.94,-0.0,13151.3,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,170.10000610351562,6.1256742,1.8606104,24.708714,18.814325752258302,-1.8606103658676147,18.906102836006788
187,187,163.0,216.25,195.25,5.37,23.68,-0.0,13452.81,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,160.5,6.652149,1.9368037,19.501995,17.027850799560547,-1.9368036985397339,17.13764602910131
188,188,156.0,216.71,194.56,4.55,25.64,-2.24,13731.21,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,160.5,6.652149,1.9368037,19.501995,18.987850799560547,-4.176803698539734,19.44181491328696
189,189,151.0,217.05,194.05,4.03,25.13,2.2,13937.82,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,151.3000030517578,7.7499766,2.0299404,18.436605,17.38002336502075,0.17005963325500506,17.380855342805486
190,190,150.0,216.65,193.65,3.97,25.64,2.24,13980.0,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,151.3000030517578,7.7499766,2.0299404,18.436605,17.890023365020753,0.2100596332550051,17.891256553146615
191,191,139.0,215.16,191.49,3.36,28.31,-0.0,14460.22,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,142.39999389648438,12.157116,0.5546574,13.851893,16.152884063720702,-0.5546573996543884,16.162404165438804
192,192,134.0,214.45,190.45,3.1,23.09,-2.5,14691.21,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,133.8000030517578,12.173213,0.3495928,10.251997,10.916786994934082,-2.8495928049087524,11.282571402235824
193,193,131.0,215.04,190.06,2.69,19.77,-3.49,14833.85,2020-07-07 12:00:00,50.21,-5.31,50.5,-5.5,2020-07-07 01:56:16,0 days 10:03:44,133.8000030517578,12.173213,0.3495928,10.251997,7.596786994934082,-3.8395928049087527,8.511970720926303
